Name       RA      Dec  perr  T90  flu fle   P1 p1e  Phi  Sp     Phie
190824A	215.323	-41.900	1.7	169.4	85	4	5.0	0.5	1.62  PL	0.08
190821A	250.070	-34.027	1.3	57.1	24	1	2.8	0.3	2.03  PL	0.10
190816A	341.183	-29.745	1.7	375.0	98	6	1.3	0.3	1.62  PL	0.11
190727B	126.500	-13.272	1.0	40.14	180	3	20.9	0.7	1.41  PL	0.03
190719C	240.208	13.005	1.2	185.7	51	3	5.5	0.3	1.64  PL	0.09
190718A	336.605	-41.184	2.4	720.0	3.6	0.6	1.0	0.2	1.38  PL	0.26
190706B	107.443	-29.575	2.2	25.16	5.8	0.9	1.4	0.2	1.90  PL	0.23
190701A	28.131	58.899	2.4	52.4	8.7	1.5	1.2	0.3	1.91  PL	0.27
190630C	293.890	-32.759	1.1	38.4	23	2	2.0	0.3	1.96  PL	0.11
190630B	223.729	41.528	2.0	5.6	    2.8	0.4	1.1	0.2	1.36  PL	0.24
190627A	244.843	-5.302	2.7	1.60	0.99	0.22	1.1	0.3	2.38  PL	0.38
190613B	305.434	-4.655	1.9	160.84	23	3	5.7	0.7	1.84  PL	0.24
190613A	182.552	67.244	2.2	17.6	17	3	1.5	0.7	1.22  PL	0.26
190611A	324.689	-56.070	3.0	41.8	4.6	1.6	0.9	0.3	1.88  PL	0.54
190610A	46.244	-7.66	1.9	0.62	4.1	0.5	3.9	0.5	0.32  PL	0.27
190604B	297.546	-32.975	1.0	220.2	177	4	7.3	0.4	1.81 PL	0.04
190519A	114.758	-38.813	1.7	45.58	180	10	20.6	1.7	1.32  CPL	0.24
190515B	98.826	52.322	1.5	46.4	16	1	1.1	0.2	1.74  PL	0.15
190512A	82.402	-7.582	2.9	40.1	13	1	1.0	0.2	2.07  PL	0.14
190511A	126.443	-20.252	1.5	27.7	74	5	6.2	1.2	1.19  PL	0.10
190427A	280.217	40.304	2.4	0.3	1.3	0.2	1.6	0.3	1.17  PL	0.21
190424A	48.693	20.239	1.4	10.6	12	1	2.0	0.3	1.45  PL	0.13
190422A	182.126	-60.167	2.4	NA	65	3	2.6	0.2	1.76  PL	0.08
190331B	326.258	-54.555	NA	NA	NA	NA	NA	NA	NA	NA  NA
190331A	28.573	27.635	1.4	4.3	4.5	0.4	2.8	0.2	1.24  PL	0.15
190326A	341.652	39.914	1.6	0.08	0.63	0.08	1.55	0.30	-0.76  CPL	0.92
190324A	49.603	-47.212	1.0	28.4	72	2	11.9	0.5	1.46  PL	0.06
190320A	117.824	-45.876	1.9	64.0	27	3	1.3	0.5	1.20  PL	0.20
190311A	212.067	53.486	1.3	17.0	9.1	0.9	1.8	0.3	1.80  PL	0.17
190220A	330.128	-76.669	1.3	10.0	8.9	1.0	2.6	0.4	0.79  CPL	0.77
190219A	189.686	76.606	1.6	167.8	39	2	1.9	0.2	2.24  PL	0.10
190211A	196.652	41.976	2.3	12.48	6.5	1.2	1.9	0.4	1.51  PL	0.33
190204A	351.491	54.884	1.0	26.4	130	3	30.5	0.9	1.30  PL	0.04
190203A	22.603	55.736	1.0	96	150	5	3.1	0.6	1.06  PL	0.06
190202A	166.506	9.393	1.9	19.4	60	5	7.8	1.5	1.32  PL	0.13
190123A	53.175	45.505	1.7	24.4	8.4	1.1	1.0	0.2	1.13  PL	0.23
190114C	54.503	-26.938	1.0	361.5	830	10	101.0	1.5	1.43  PL	0.02
190114B	174.868	18.882	2.3	26.5	5.1	1.0	0.5	0.2	1.98  PL	0.28
190114A	65.543	2.196	1.7	66.6	8.0	1.2	0.5	0.2	2.06  PL	0.22
190110A	276.939	-53.643	1.0	9.3	25	1	9.0	0.5	1.66  PL	0.07
190109B	55.563	63.592	1.4	5.92	4.8	0.5	1.7	0.2	1.58  PL	0.16
190109A	33.213	38.111	1.0	115.0	55	3	1.9	0.3	0.36  CPL	0.47
190106A	29.877	23.839	1.0	76.8	60	2	5.5	0.3	1.43  CPL	0.21
190103B	212.561	35.254	1.3	19.5	120	10	16.3	1.5	0.99  CPL	0.29
181228A	49.831	13.212	1.0	257.3	100	3	9.5	0.5	1.45  PL	0.06
181224A	125.949	6.194	1.9	12.5	4.9	0.6	1.0	0.2	1.27  PL	0.20
181213A	248.210	78.500	1.9	15.31	15	2	2.1	0.6	1.57  PL	0.20
181203A	108.341	-39.783	1.3	15.30	7.8	0.7	1.1	0.2	1.79  PL	0.15
181202A	280.737	27.976	2.0	6.56	2.5	0.4	0.9	0.2	1.61  PL	0.24
181126A	152.350	-29.698	1.5	2.09	3.1	0.4	2.7	0.3	-0.13  CPL	0.75
181125A	268.391	-2.634	2.2	10.5	3.3	0.6	1.5	0.3	1.57  PL	0.31
181123B	184.354	14.619	1.9	0.26	1.2	0.2	1.3	0.3	0.72  PL	0.28
181110A	302.330	-36.878	1.4	138.4	99	3	3.7	0.3	2.02  PL	0.05
181103A	197.093	52.220	2.0	8.38	2.8	0.5	0.8	0.2	1.90  PL	0.27
181030A	146.916	14.657	1.1	304.7	62	3	0.8	0.2	1.77  PL	0.09
181027A	225.361	30.937	1.1	81.16	28	2	1.2	0.2	1.42  PL	0.09
181023A	248.322	19.581	2.0	58.0	13	2	1.0	0.3	1.74  PL	0.24
181022A	56.808	-29.374	2.6	6.74	1.9	0.4	0.4	0.2	0.78  PL	0.41
181020A	13.987	-47.372	1.0	238.0	81	3	7.7	0.3	1.25  PL	0.06
181016A	231.273	-35.307	1.8	111.6	19	2	0.7	0.3	1.51  PL	0.20
181013A	207.661	40.107	3.3	104.1	3.0	1.4	0.5	0.2	1.82  PL	0.75
181010A	52.574	-23.023	1.4	16.4	6.9	0.7	1.4	0.2	1.52  PL	0.15
181003A	52.481	-33.991	1.7	21.5	4.2	0.7	0.6	0.1	-0.20  CPL	1.12
181002A	64.739	15.248	1.8	63.4	8.8	1.3	0.6	0.2	2.15  PL	0.23
180930A	76.894	-25.124	2.2	6.80	2.1	0.4	NA	0.2	1.86  PL	0.28
180925A	315.212	-64.450	1.5	81.70	41	3	3.1	0.6	1.53  PL	0.13
180924A	49.207	-58.524	1.4	95.1	14	1	0.6	0.1	1.94  PL	0.14
180905A	91.038	-4.592	1.7	165.3	42	3	1.0	0.3	1.60  PL	0.12
180904A	274.260	46.640	2.4	5.40	2.4	0.4	0.5	0.2	1.02  PL	0.30
180828A	268.704	-25.791	1.0	14.0	88	3	17.8	0.9	0.89  PL	0.06
180823A	210.358	14.901	1.0	80.3	78	2	2.3	0.2	1.58  PL	0.05
180821A	7.739	-38.612	2.3	64.00	14	3	NA	NA	1.79  PL	0.31
180818B	104.227	39.310	1.7	134.4	23	2	1.2	0.2	1.77  PL	0.12
180818A	169.698	-48.344	2.3	13.7	2.6	0.6	0.6	0.2	2.15  PL	0.36
180812A	245.839	74.674	2.3	16.51	8.0	1.4	1.9	0.4	1.22  PL	0.27
180809B	299.712	-15.293	1.0	233.2	730	10	26.3	0.6	1.26  PL	0.02
180805B	25.877	-17.475	3.1	122.5	9.6	1.7	1.7	0.2	1.13  PL	0.29
180805A	167.575	-45.327	2.1	1.68	1.1	0.3	1.1	0.2	1.58  PL	0.32
180728A	253.574	-54.037	1.0	8.68	296	6	132.0	2.9	1.97  PL	0.03
180727A	346.639	-63.066	1.1	1.1	2.7	0.2	3.6	0.2	0.59  CPL	0.51
180721A	347.708	4.871	1.8	47.6	5.9	0.9	0.9	0.1	1.25  PL	0.22
180720C	265.655	-26.634	1.7	124.2	24	2	1.1	0.2	1.39  PL	0.13
180720B	0.528	-2.925	1.2	NA	860	10	67.9	2.6	1.36  PL	0.03
180718A	336.019	2.790	3.0	0.08	NA	NA	NA	NA	NA	NA NA
180715A	235.085	-0.899	2.0	0.68	1.3	0.2	1.2	0.2	0.74  PL	0.27
180709A	38.086	60.333	1.6	215.1	14	2	0.6	0.2	1.37  PL	0.23
180706A	181.687	66.044	1.1	42.7	24	1	3.2	0.2	1.90  PL	0.08
180705A	212.605	-11.640	2.1	123.2	20	3	0.7	0.3	1.63  PL	0.22
180704A	32.605	69.965	1.3	19.7	62	4	9.6	1.2	1.22  PL	0.10
180630A	48.885	-87.476	1.0	18.85	18	1	6.6	0.4	2.07  PL	0.10
180626A	243.569	14.759	1.0	30.07	48	2	4.1	0.4	1.64  PL	0.27
180624A	318.096	-2.356	1.3	486.4	58	3	1.4	0.2	1.91  PL	0.10
180623A	214.528	-60.268	1.0	114.9	120	2	5.6	0.2	1.45  PL	0.04
180620B	357.514	-57.954	1.0	198.8	100	3	3.6	0.2	1.30  CPL	0.20
180620A	279.890	23.239	1.0	23.16	58	2	7.7	0.4	1.72  PL	0.05
180618A	169.948	73.825	1.5	47.4	6.7	1.0	2.2	0.2	1.39  PL	0.27
180614A	3.073	46.969	1.9	7.04	2.1	0.3	0.7	0.1	1.53  PL	0.26
180613A	211.545	-43.082	1.8	50.8	NA	NA	NA	NA	NA	NA NA
180602A	142.343	32.080	1.5	45.4	16	1	0.9	0.2	1.72  PL	0.11
180514A	197.382	36.970	1.3	46.9	10	1	0.7	0.1	1.77  PL	0.14
180512A	201.940	21.404	1.9	24.0	4.2	0.7	0.6	0.2	2.10  PL	0.27
180510B	77.965	-62.320	1.7	134.3	21	2	1.2	0.2	2.00  PL	0.17
180510A	276.335	-31.917	1.0	40.4	62	2	8.9	0.5	1.06  CPL	0.23
180504A	331.144	-14.665	1.3	88.3	22	2	0.8	0.2	1.50  PL	0.13
180425A	64.450	-32.949	1.5	11.2	11	1	2.2	0.3	1.35  PL	0.13
180418A	170.132	24.925	1.2	2.29	3.2	0.2	3.0	0.2	1.44  PL	0.12
180411A	356.840	66.790	1.0	77.5	120	0	6.1	0.2	1.46  PL	0.03
180410A	95.974	12.804	1.9	100.7	22	2	0.7	0.2	1.46  PL	0.13
180407A	35.236	33.513	1.8	95.9	14	2	0.9	0.2	1.94  PL	0.20
180404B	53.390	-50.213	1.0	111.5	120	2	5.2	0.2	1.35  PL	0.04
180404A	83.540	-37.168	1.1	35.2	13	1	1.3	0.2	1.95  PL	0.12
180402A	251.923	-14.928	2.0	0.18	1.4	0.2	1.8	0.3	0.52  PL	0.30
180331B	196.781	61.735	2.0	147.0	19	2	2.8	0.3	2.48  PL	0.22
180331A	66.005	13.386	1.9	48.0	6.1	1.0	0.5	0.1	0.11  CPL	1.04
180329B	82.905	-23.694	1.8	210.0	33	3	1.4	0.4	0.97  CPL	0.56
180329A	329.314	-15.043	2.3	9.1	2.3	0.4	0.5	0.2	1.39  PL	0.31
180325A	157.416	24.461	1.1	94.1	65	2	9.4	0.3	1.18  PL	0.05
180324A	76.581	56.744	1.4	7.2	5.6	0.5	4.4	0.3	1.45  PL	0.14
180316A	265.422	0.737	1.5	87.0	49	4	3.3	0.5	1.46  PL	0.12
180314B	297.855	23.634	2.0	73.0	9.6	1.4	1.1	0.2	2.41  PL	0.25
180314A	99.208	-24.530	3.1	51.2	110	4	7.9	0.6	0.83  CPL	0.25
180311A	3.379	-54.491	2.3	23.0	3.3	0.7	0.6	0.2	1.78  PL	0.29
180224A	202.675	38.073	1.3	10.9	4.7	0.5	1.4	0.2	2.11  PL	0.18
180222A	256.537	-36.819	1.6	64.0	7.9	1.0	0.4	0.1	1.40  PL	0.21
180205A	126.819	11.536	1.1	15.5	10	1	3.4	0.3	2.04  PL	0.13
180204A	330.123	30.852	1.1	1.16	4.8	0.3	3.6	0.3	1.09  PL	0.10
180115A	12.040	-15.632	1.8	40.9	7.6	1.1	0.6	0.2	1.66  PL	0.22
180113A	19.211	68.682	1.0	64	48	2	2.5	0.2	1.08  PL	0.06
180111A	149.782	48.254	1.0	50.6	102	2	4.9	0.3	1.30  PL	0.03
180103A	159.585	-53.555	3	NA	NA	NA	NA	NA	NA	NA NA
180102A	203.078	62.161	1.5	10.8	3.5	0.4	1.0	0.1	2.01  PL	0.18
171222A	148.273	35.624	1.7	174.8	19	2	0.7	0.2	2.07  PL	0.17
171216A	212.013	-50.500	2.1	30.0	4.8	1.0	0.8	0.2	1.63  PL	0.30
171212A	293.920	20.597	1.7	320	34	3	0.7	0.2	2.23  PL	0.14
171211A	98.154	-58.689	1.8	2.32	2.4	0.3	2.3	0.3	1.77  PL	0.21
171209A	139.387	-30.523	1.2	161.7	75	3	1.6	2	1.58  PL	0.07
171205A	167.423	-12.599	1.6	189.4	36	3	1.0	0.3	1.41  PL	0.14
171123A	186.198	32.503	2.4	58.5	4.8	1.0	0.8	0.2	1.35  PL	0.34
171120A	163.774	22.461	1.2	64	86	3	11.4	0.5	1.06  CPL	0.28
171115A	278.392	9.118	1.5	38.2	6.9	0.8	0.6	0.1	1.76  PL	0.18
171103A	249.510	-10.206	1.5	3.90	3.8	0.4	3.6	0.3	1.31  PL	0.18
171102B	288.096	22.434	2.1	17.8	9.3	1.4	1.2	0.4	1.16  PL	0.24
171027A	61.683	-2.601	1.2	96.6	75	2	3.0	0.2	1.25  CPL	0.18
171020A	39.260	15.199	1.8	41.9	12	1	0.7	0.2	1.04  PL	0.20
171011A	236.766	-10.064	1.0	2.27	11	1	7.0	0.4	1.68  PL	0.08
171010B	34.123	-54.410	1.6	30.4	3.9	0.5	NA	NA	1.41  PL	0.18
171007A	135.635	42.930	3.6	105	2.9	1.1	0.4	0.1	1.38  PL	0.52
171004A	139.150	52.684	1.3	107.1	30	2	0.9	0.3	1.67  PL	0.12
171001A	22.080	-11.928	2.2	22.8	6.4	0.8	0.9	0.2	1.48  PL	0.19
170921A	26.840	30.880	1.8	28.9	6.7	0.8	0.8	0.2	1.76  PL	0.17
170912B	215.464	-61.997	1.0	19.6	24	1	5.7	0.3	1.88  PL	0.07
170912A	167.386	-54.343	2.1	21.9	11	1	2.0	0.4	2.04  PL	0.21
170906C	128.659	70.805	1.0	48.4	88	3	7.2	0.5	1.30  CPL	0.22
170906B	232.221	-28.251	3	NA	NA	NA	NA	NA	NA	NA NA
170906A	203.949	-47.088	1.3	88.1	320	0	10.9	0.4	1.21  CPL	0.10
170903A	254.532	34.985	1.3	29.2	24	2	3.9	0.5	1.94  PL	0.12
170827A	276.189	-40.202	1.9	94.0	14	1	0.4	0.2	1.29  PL	0.18
170823A	188.713	35.549	1.0	69.4	26	1	3.7	0.2	2.06  PL	0.09
170822A	94.375	55.000	2.1	64	64	4	4.2	0.7	1.80  PL	0.09
170813A	201.057	-5.527	3.4	75.5	19	2	0.8	0.2	1.17  PL	0.14
170810A	187.928	3.664	1.0	152.4	48	2	1.2	0.2	1.24  PL	0.07
170807A	143.434	-17.348	1.5	48.5	8.6	0.8	1.4	0.2	1.82  PL	0.15
170804A	6.404	-64.781	1.3	43.4	13	1	0.9	0.2	1.67  PL	0.13
170803A	174.947	-16.312	1.0	3.82	9.8	0.4	6.5	0.3	0.65  CPL	0.28
170728B	238.019	70.111	2.3	47.7	6.2	1.1	1.21	0.24	-1.10  CPL	1.71
170728A	58.901	12.169	2.1	1.25	0.71	0.14	1.1	0.2	-0.49  CPL	1.81
170724A	150.057	-1.025	2.4	98.0	11	2	0.5	0.2	1.46  PL	0.23
170714A	34.322	1.962	2.2	NA	28	3	0.4	0.2	1.76  PL	0.17
170711A	45.782	47.845	1.0	31.3	14	1	4.8	0.2	1.75  PL	0.10
170710B	43.122	42.679	1.0	54.4	24	1	1.2	0.2	1.38  PL	0.08
170710A	231.851	-38.523	3.5	32.6	7.4	1.7	1.0	0.3	1.91  PL	0.37
170705A	191.708	18.298	1.0	217.3	95	3	13.9	0.4	1.65  PL	0.05
170629A	129.963	-46.585	1.3	34.4	26	2	4.1	0.6	1.66  PL	0.12
170626A	165.409	56.479	1.0	12.94	82	2	23.6	0.6	1.26  CPL	0.14
170607A	7.358	9.225	1.0	NA	75	3	NA	NA	1.61  PL	0.07
170604A	342.645	-15.406	1.4	26.70	51	4	4.2	0.9	1.31  PL	0.12
170531B	286.901	-16.414	1.5	164.13	20	2	0.8	0.2	1.95  PL	0.14
170531A	121.218	-14.017	2.4	26.74	7.5	1.2	NA	NA	1.22  PL	0.28
170526A	4.723	1.277	2.4	7.9	1.6	0.4	0.3	0.2	1.25  PL	0.42
170524B	90.864	-17.086	3	46.4	66	2	0.3	NA	1.15  PL	0.06
170524A	319.488	48.603	2.0	0.10	0.37	0.06	0.5	0.1	1.07  PL	0.24
170519A	163.429	25.374	1.5	216.4	11	2	0.7	0.1	1.94  PL	0.26
170516A	41.543	-55.929	1.6	36.78	8.5	0.9	1.3	0.2	1.13  CPL	0.87
170428A	330.051	26.913	1.2	0.20	2.8	0.2	2.8	0.2	0.76  PL	0.12
170419B	60.494	-15.121	1.4	77.2	19	2	2.4	0.2	1.47  PL	0.13
170419A	79.854	-21.433	1.7	8.18	3.1	0.5	1.5	0.2	2.06  PL	0.26
170405A	219.824	-25.236	1.3	164.7	37	3	NA	NA	1.59  PL	0.12
170331A	323.778	-24.406	2.0	17.57	9.7	1.6	1.2	0.4	0.37  CPL	1.19
170330A	283.331	-13.458	1.6	144.73	56	3	4.5	0.3	1.38  PL	0.09
170325A	127.483	20.526	2.0	0.3	0.88	0.13	1.1	0.2	1.06  PL	0.26
170318B	284.229	6.335	3.7	160.0	5.5	1.9	0.1	0.1	1.84  PL	0.59
170318A	305.662	28.408	1.2	133.7	37	3	1.2	0.3	1.35  PL	0.11
170317A	93.087	50.500	1.0	11.94	13	1	3.5	0.3	0.80  CPL	0.49
170311A	280.539	-30.041	2.0	6.32	2.5	0.5	0.8	0.2	1.38  PL	0.32
170307A	13.510	9.538	2.5	56.92	13	2	1.4	0.3	1.88  PL	0.23
170306A	263.087	-44.765	2.4	17.8	8.3	1.4	1.3	0.4	1.98  PL	0.28
170208B	127.145	-9.027	1.0	128.07	61	2	8.4	0.2	1.18  CPL	0.21
170208A	166.544	-46.786	1.4	7.45	15	1	5.4	0.6	1.04  PL	0.13
170206B	271.784	11.175	2.2	13.36	3.2	0.6	0.4	0.2	1.42  PL	0.27
170205A	262.157	-0.058	1.0	26.1	38	1	4.3	0.3	1.85  PL	0.06
170203A	332.861	25.186	2.2	45.2	6.2	1.1	0.8	0.2	1.53  PL	0.29
170202A	152.526	5.021	1.0	46.2	33	1	4.7	0.3	1.68  PL	0.07
170131A	341.447	64.006	3	NA	NA	NA	NA	NA	NA	NA NA
170127B	19.997	-30.340	1.9	0.51	1.0	0.2	1.1	0.2	0.89  PL	0.25
170127A	174.382	-45.827	2.4	62.26	5.2	1.0	0.3	0.2	1.10  PL	0.30
170126A	263.623	-64.755	1.0	9.5	28	3	7.3	1.1	1.54  PL	0.14
170115A	332.145	13.750	1.9	48.0	4.7	0.8	0.2	0.1	1.45  PL	0.25
170113A	61.735	-71.933	1.3	20.66	6.7	0.7	1.1	0.1	0.75  CPL	0.59
170112A	15.232	-17.233	2.5	0.06	0.13	0.04	0.3	0.1	1.17  PL	0.34
170111A	20.688	-32.541	2.1	29.9	8.1	1.1	0.9	0.2	1.64  PL	0.21
170101A	267.089	11.642	1.1	2.43	60	2	54.4	2.0	1.87  PL	0.06
161224A	204.820	-18.028	1.9	47.04	8.2	1.3	0.8	0.3	-0.21  CPL	1.56
161220A	350.841	-47.480	2.0	6	1.7	0.3	0.5	0.1	2.01  PL	0.25
161219B	91.717	-26.801	1.0	6.94	15	1	5.3	0.4	1.29  CPL	0.35
161218A	245.250	-4.113	1.0	7.1	67	1	17.6	0.5	0.56  CPL	0.16
161217A	150.658	52.344	2.1	18.2	1.9	0.4	0.4	0.1	2.70   NA     0.35
161214B	3.857	7.342	1.0	24.8	21	1	2.2	0.2	1.76  PL	0.09
161202A	356.904	19.652	1.0	NA	86	3	5.9	0.3	1.55  PL	0.05
161129A	316.221	32.137	1.8	35.53	36	1	3.4	0.2	1.57  PL	0.06
161117B	298.830	-67.681	1.5	152.51	60	2	6.0	0.3	1.39  CPL	0.28
161117A	322.053	-29.612	1.0	125.7	200	0.0	6.8	0.3	1.19  CPL	0.12
161113A	179.794	-5.316	1.0	42.60	15	1	1.4	0.2	1.73  PL	0.10
161108A	180.776	24.905	1.9	105.1	11	1	0.6	0.1	1.85  PL	0.17
161105A	120.198	-44.763	1.2	177.3	61	2	1.4	0.2	1.02  CPL	0.24
161104A	77.906	-51.447	1.8	0.1	0.31	0.05	0.6	0.1	1.57  PL 0.20
161022A	128.988	54.366	2.1	7.3	7.5	1.0	1.6	0.4	1.14  PL	      0.21
161017A	142.770	43.125	1.0	216.3	53	2	2.8	0.2	1.55	 NA   0.06
161014A	332.626	7.467	1.5	18.3	19	2	2.9	0.6	1.47  PL	0.15
161011A	245.687	8.313	2.4	4.3	2.3	0.4	0.9	0.3	1.15  PL	0.35
161007A	103.408	23.289	1.6	201.7	13	2	0.4	0.1	1.46  PL	0.18
161004B	112.156	-39.896	1.0	15.9	88	2	10.1	0.4	1.21  CPL	0.13
161004A	263.127	-0.947	2.2	2.1	0.95	0.16	1.3	0.33	1.26  PL	0.33
161001A	71.923	-57.261	1.0	2.6	6.7	0.4	3.5	0.2	1.14  PL	0.09
160927A	256.268	17.334	1.8	0.48	1.5	0.2	1.9	0.3	1.12  PL	0.26
160917A	295.652	46.400	1.5	16	13	1	2.2	0.3	0.89  PL	0.15
160912A	301.595	57.585	2.7	NA	37	3	1.6	0.2	1.43  PL	0.11
160905A	162.249	-50.803	1.0	64	150	2	6.3	0.3	1.04  PL	0.03
160827A	179.274	-29.178	2.4	13.3	4.0	0.7	0.7	0.2	1.95  PL	0.25
160826A	183.120	-67.664	2.6	52.6	4.9	0.9	0.4	0.1	1.54  PL	0.29
160824A	80.087	40.039	1.2	99.3	26	2	1.3	0.2	1.64  PL	0.11
160821B	280.005	62.387	1.4	0.48	1.0	0.1	1.7	0.2	0.11  CPL	0.88
160821A	171.254	42.345	1.0	NA	72	2	2.8	0.6	1.52  PL	0.06
160815A	288.616	84.298	1.0	8.6	14	1	4.7	0.4	0.96  CPL	0.41
160804A	221.652	10.002	1.3	144.2	114	3	2.9	0.3	1.40  CPL	0.23
160801A	212.763	13.485	1.8	2.85	1.7	0.3	1.2	0.2	1.85  PL	0.22
160726A	98.809	-6.617	1.3	0.7	2.6	0.2	3.2	0.3	1.26  PL	0.13
160716A	190.502	-61.364	2.0	6.39	1.8	0.3	0.8	0.2	2.29  PL	0.30
160714A	234.490	63.809	2.7	0.35	0.69	0.16	1.1	0.3	1.38  PL	0.37
